,word,previous_word,next_word,artist,song_type,song,aae_feature,time,social_group
9165,time,long , ago,stevemiller,original,going_to_mexico,ai monophthongization,1960s,nonAA_US
25754,loving,been , me,joanneshawtaylor,original,ive_been_loving_you_too_long,ing ultimas,2010s,nonAA_nonUS
14745,and,her , I,johnmayall,cover,mama_talk_to_your_daughter,post-consonantal d,1980s,nonAA_nonUS
10073,looking,home , silly,albertcollins,original,master_charge,ing ultimas,1980s,AA
26999,heart,my , too,allyvenable,original,any_fool_should_know,post-consonantal t,2010s,nonAA_US
23719,loving,your , home,daniwilde,original,bring_your_love_home,ing ultimas,2010s,nonAA_nonUS
4445,drive,please , him,rollingstones,cover,little_red_rooster,ai monophthongization,1960s,nonAA_nonUS
27944,best ,,,joebonamassa,original,lonesome_road_blues,post-consonantal t,2010s,nonAA_US
579,worrying,me , baby,bbking,cover,everyday_i_have_the_blues,ing ultimas,1960s,AA
25040,won't,you , find,davyknowles,original,falling_apart,post-consonantal t,2010s,nonAA_nonUS
24580,I,,'m,davyknowles,cover,outside_woman_blues,ai monophthongization,2010s,nonAA_nonUS
25396,around ,,,joanneshawtaylor,cover,stop_messin_around,post-consonantal d,2010s,nonAA_nonUS
16541,ain't,, gonna,thebluesband,original,find_yourself_another_fool,auxiliary verb,1980s,nonAA_nonUS
28092,and,here , I,mattschofield,cover,stranger_blues,post-consonantal d,2010s,nonAA_US
27923,car,race , baby,joebonamassa,original,lonesome_road_blues,post-vocalic r,2010s,nonAA_US
8130,I,yea , better,janisjoplin,original,kozmic_blues,ai monophthongization,1960s,nonAA_US
1951,I,,'m,jimihendrix,cover,hey_joe,ai monophthongization,1960s,AA
19811,there ,,,stevierayvaughan,cover,tin_pan_alley,post-vocalic r,1980s,nonAA_US
21197,driving,s , me,garyclarkjr,original,when_my_train_pulls_in,ai monophthongization,2010s,AA
7439,toward,out , you,janisjoplin,cover,down_on_me,post-consonantal d,1960s,nonAA_US
21908,for,fish , me,kirkfletcher,cover,aint_no_way,post-vocalic r,2010s,AA
4712,hi ,,,rollingstones,original,the_spider_and_the_fly,ai monophthongization,1960s,nonAA_nonUS
27618,last ,,,joebonamassa,cover,well_i_done_got_over_it,post-consonantal t,2010s,nonAA_US
20875,I,why , see,garyclarkjr,cover,shotgun_man,ai monophthongization,2010s,AA
20954,my,from , neighbor,garyclarkjr,original,next_door_neighbor_blues,ai monophthongization,2010s,AA
11523,everything ,,,kokotaylor,original,im_a_woman,ing ultimas,1980s,AA
30161,time ,,,samanthafish,original,sucker_born,ai monophthongization,2010s,nonAA_US
27647,over,got , at,joebonamassa,cover,well_i_done_got_over_it,post-vocalic r,2010s,nonAA_US
12782,ain't,there , nobody,robertcray,cover,too_many_cooks,auxiliary verb,1980s,AA
15026,I,hand ,'m,johnmayall,cover,the_last_time,ai monophthongization,1980s,nonAA_nonUS
7552,makes,it , you,janisjoplin,cover,piece_of_my_heart,third person singular,1960s,nonAA_US
855,I,,,bbking,original,please_love_me,ai monophthongization,1960s,AA
26927,I,honey , am,allyvenable,cover,woke_up_this_morning,ai monophthongization,2010s,nonAA_US
28767,thundered,it , and,philipsayce,cover,backwater_blues,post-consonantal d,2010s,nonAA_US
2214,my,hear , train,jimihendrix,original,hear_my_train_a_comin,ai monophthongization,1960s,AA
11427,understand ,,,kokotaylor,original,come_to_mama,post-consonantal d,1980s,AA
3935,more,many , years,fleetwoodmac,cover,no_place_to_go,post-vocalic r,1960s,nonAA_nonUS
21697,trying,just , to,kingfish,original,before_im_old,ing ultimas,2010s,AA
6229,I,, said,allmanbrothers,cover,statesboro_blues,ai monophthongization,1960s,nonAA_US
8852,tried,I , to,paulbutterfield,original,no_amount_of_loving,ai monophthongization,1960s,nonAA_US
15560,want,you , me,rorygallagher,cover,tore_down,post-consonantal t,1980s,nonAA_nonUS
18882,ain't,, got,robbenford,cover,aint_got_nothing_but_the_blues,auxiliary verb,1980s,nonAA_US
1482,and,, sleep,freddieking,cover,going_down,post-consonantal d,1960s,AA
17642,time ,,,fabulousthunderbirds,cover,shes_tuff,ai monophthongization,1980s,nonAA_US
22034,square ,,,kirkfletcher,cover,congo_square,post-vocalic r,2010s,AA
15920,feeling,that , that,rorygallagher,original,keychain,ing ultimas,1980s,nonAA_nonUS
14078,I,well , feel,jeffhealey,cover,tore_down,ai monophthongization,1980s,nonAA_nonUS
7496,world ,,,janisjoplin,cover,down_on_me,post-consonantal d,1960s,nonAA_US
23867,won't,baby , you,daniwilde,original,heal_my_blues,post-consonantal t,2010s,nonAA_nonUS
4732,told,she , me,rollingstones,original,the_spider_and_the_fly,post-consonantal d,1960s,nonAA_nonUS
7043,wine ,,,cannedheat,cover,going_up_to_the_country,ai monophthongization,1960s,nonAA_US
22539,puts,he , me,shemekiacopeland,cover,cant_let_go,third person singular,2010s,AA
29664,my,well , mama,samanthafish,cover,jim_lee_blues_part_i,ai monophthongization,2010s,nonAA_US
27886,and,blues , I,joebonamassa,original,lonesome_road_blues,post-consonantal d,2010s,nonAA_US
2188,my,in , heart,jimihendrix,original,hear_my_train_a_comin,ai monophthongization,1960s,AA
28747,night,as ,,philipsayce,cover,backwater_blues,ai monophthongization,2010s,nonAA_US
21037,smile ,,,garyclarkjr,original,travis_county,ai monophthongization,2010s,AA
26403,find,d , herself,tinylegstim,original,get_it_back,post-consonantal d,2010s,nonAA_nonUS
2984,working,mojo , but,muddywaters,original,ive_got_my_mojo_working,ing ultimas,1960s,AA
26838,I,but , call,allyvenable,cover,messin_with_the_kid,ai monophthongization,2010s,nonAA_US
17351,I,well , walk,bonnieraitt,original,give_it_up_or_let_me_go,ai monophthongization,1980s,nonAA_US
23611,I,, need,daniwilde,original,bring_your_love_home,ai monophthongization,2010s,nonAA_nonUS
15999,for,, the,rorygallagher,original,off_the_handle,post-vocalic r,1980s,nonAA_nonUS
27532,over,got , it,joebonamassa,cover,well_i_done_got_over_it,post-vocalic r,2010s,nonAA_US
2663,high ,,,muddywaters,cover,i_feel_so_good,ai monophthongization,1960s,AA
7453,they're,Lord , down,janisjoplin,cover,down_on_me,post-vocalic r,1960s,nonAA_US
26892,I,well , woke,allyvenable,cover,woke_up_this_morning,ai monophthongization,2010s,nonAA_US
18677,ride,, me,jjcale,original,ride_me_high,ai monophthongization,1980s,nonAA_US
1415,she's,alright , alright,freddieking,cover,big_legged_woman,zero copula,1960s,AA
26282,world,the , can,tinylegstim,original,cant_win_them_all,post-consonantal d,2010s,nonAA_nonUS
15800,going,m , someplace,rorygallagher,original,keychain,ing ultimas,1980s,nonAA_nonUS
6846,I,, said,cannedheat,cover,bring_it_on_home,ai monophthongization,1960s,nonAA_US
10313,more ,,,albertcollins,original,too_many,post-vocalic r,1980s,AA
11845,past ,,,lutherallison,cover,freedom,post-consonantal t,1980s,AA
25564,don't,cry , you,joanneshawtaylor,cover,summertime,post-consonantal t,2010s,nonAA_nonUS
24119,there,, be,danpatlansky,original,big_things_going_down,post-vocalic r,2010s,nonAA_nonUS
21686,ain't ,,,kingfish,original,before_im_old,post-consonantal t,2010s,AA
17732,never,will , stop,fabulousthunderbirds,cover,wrap_it_up,post-vocalic r,1980s,nonAA_US
5272,more,little , wine,savoybrown,original,a_little_more_wine,post-vocalic r,1960s,nonAA_nonUS
4894,just,I , want,savoybrown,cover,walking_by_myself,post-consonantal t,1960s,nonAA_nonUS
25565,don't,cry , you,joanneshawtaylor,cover,summertime,post-consonantal t,2010s,nonAA_nonUS
14702,your,at , old,johnmayall,cover,mama_talk_to_your_daughter,post-vocalic r,1980s,nonAA_nonUS
13344,times ,,,ericclapton,cover,hard_times,ai monophthongization,1980s,nonAA_nonUS
13427,wanting,,,ericclapton,original,lay_down_sally,ing ultimas,1980s,nonAA_nonUS
23399,don't,I , wanna,daniwilde,cover,dont_quit_me_baby,post-consonantal t,2010s,nonAA_nonUS
1081,mother,your , a,bbking,original,you_done_lost_your_good_thing_now,post-vocalic r,1960s,AA
9814,won't,I , be,albertcollins,cover,snatchin_it_back,post-consonantal t,1980s,AA
19900,ain't,love , gonna,stevierayvaughan,original,aint_gone_n_give_up_on_love,auxiliary verb,1980s,nonAA_US
12047,rooster ,,,lutherallison,cover,little_red_rooster,post-vocalic r,1980s,AA
14106,I,well , feel,jeffhealey,cover,tore_down,ai monophthongization,1980s,nonAA_nonUS
8849,take,, away,paulbutterfield,original,no_amount_of_loving,third person singular,1960s,nonAA_US
28009,and,, check,joebonamassa,original,royal_tea,post-consonantal d,2010s,nonAA_US
3933,life ,,,fleetwoodmac,cover,no_place_to_go,ai monophthongization,1960s,nonAA_nonUS
26142,mind ,,,tinylegstim,cover,ramblin_on_my_mind,post-consonantal d,2010s,nonAA_nonUS
17491,or,yes , no,bonnieraitt,original,willya_wontcha,post-vocalic r,1980s,nonAA_US
12386,I,where , been,lutherallison,original,lets_try_it_again,ai monophthongization,1980s,AA
13359,just,, to,ericclapton,cover,hard_times,post-consonantal t,1980s,nonAA_nonUS
829,dollar,twenty , bill,bbking,cover,sweet_little_angel,post-vocalic r,1960s,AA
7484,saying,m , they,janisjoplin,cover,down_on_me,ing ultimas,1960s,nonAA_US
1680,I,well ,'m,freddieking,original,im_tore_down,ai monophthongization,1960s,AA
731,heart ,,,bbking,cover,how_blue_can_you_get,post-consonantal t,1960s,AA
18935,I,, been,robbenford,cover,born_under_a_bad_sign,ai monophthongization,1980s,nonAA_US
23653,loving,your , home,daniwilde,original,bring_your_love_home,ing ultimas,2010s,nonAA_nonUS
16341,door ,,,thebluesband,cover,twenty_nine_ways,post-vocalic r,1980s,nonAA_nonUS
20175,my,love , baby,stevierayvaughan,original,pride_and_joy,ai monophthongization,1980s,nonAA_US
26145,I,, got,tinylegstim,cover,ramblin_on_my_mind,ai monophthongization,2010s,nonAA_nonUS
13308,your,in , wood,ericclapton,cover,crosscut_saw,post-vocalic r,1980s,nonAA_nonUS
17416,letter ,,,bonnieraitt,original,love_letter,post-vocalic r,1980s,nonAA_US
9194,past ,,,stevemiller,original,going_to_mexico,post-consonantal t,1960s,nonAA_US
16445,fly ,,,thebluesband,original,come_on_in,ai monophthongization,1980s,nonAA_nonUS
17302,I,if , can,bonnieraitt,original,give_it_up_or_let_me_go,ai monophthongization,1980s,nonAA_US
25807,searching ,,,joanneshawtaylor,original,just_another_word,ing ultimas,2010s,nonAA_nonUS
2116,I,if , had,jimihendrix,cover,killing_floor,ai monophthongization,1960s,AA
26777,more ,,,allyvenable,cover,backwater_blues,post-vocalic r,2010s,nonAA_US
28236,word,, got,mattschofield,cover,woman_across_the_river,post-consonantal d,2010s,nonAA_US
349,I,yea , got,albertking,original,ive_made_nights_by_myself,ai monophthongization,1960s,AA
3980,stand,t , me,fleetwoodmac,cover,no_place_to_go,post-consonantal d,1960s,nonAA_nonUS
25499,sky ,,,joanneshawtaylor,cover,summertime,ai monophthongization,2010s,nonAA_nonUS
12584,I,,'ll,robertcray,cover,dont_be_afraid_of_the_dark,ai monophthongization,1980s,AA
28678,or,thing , is,mattschofield,original,what_i_wanna_hear,post-vocalic r,2010s,nonAA_US
18631,ride,, me,jjcale,original,ride_me_high,ai monophthongization,1980s,nonAA_US
20955,my,from , neighbor,garyclarkjr,original,next_door_neighbor_blues,ai monophthongization,2010s,AA
11482,like,feel , your,kokotaylor,original,come_to_mama,ai monophthongization,1980s,AA
16656,I,time ,'d,thebluesband,original,find_yourself_another_fool,ai monophthongization,1980s,nonAA_nonUS
22705,won't,he , take,shemekiacopeland,cover,cant_let_go,post-consonantal t,2010s,AA
12937,right,but , now,robertcray,original,playin_in_the_dirt,ai monophthongization,1980s,AA
11164,care,t , if,kokotaylor,cover,let_the_good_times_roll,post-vocalic r,1980s,AA
4264,around,and , forever,fleetwoodmac,original,merry_go_round,post-consonantal d,1960s,nonAA_nonUS
28487,I,did , ask,mattschofield,original,siftin_through_ashes,ai monophthongization,2010s,nonAA_US
12473,you're,and , sleeping,lutherallison,original,walking_papers,post-vocalic r,1980s,AA
9417,better ,,,stevemiller,original,steppin_stone,post-vocalic r,1960s,nonAA_US
7909,my,all , dreams,janisjoplin,original,i_need_a_man_to_love,ai monophthongization,1960s,nonAA_US
27070,I,and , trusted,allyvenable,original,broken_and_blue,ai monophthongization,2010s,nonAA_US
22884,I,, oughta,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,2010s,AA
4438,rooster,red ,'s,rollingstones,cover,little_red_rooster,post-vocalic r,1960s,nonAA_nonUS
933,I,yes ,'m,bbking,original,please_love_me,ai monophthongization,1960s,AA
15304,around,all , man,rorygallagher,cover,all_around_man,post-consonantal d,1980s,nonAA_nonUS
6279,sister,your , Lucille,allmanbrothers,cover,statesboro_blues,post-vocalic r,1960s,nonAA_US
11758,strike,clock , four,kokotaylor,original,jump_for_joy,ai monophthongization,1980s,AA
17161,lost,once , not,bonnieraitt,cover,three_time_loser,post-consonantal t,1980s,nonAA_US
1229,loves,hog , swamp,freddieking,cover,big_legged_woman,third person singular,1960s,AA
1273,like,feel , dirt,freddieking,cover,big_legged_woman,ai monophthongization,1960s,AA
2225,hear,, my,jimihendrix,original,hear_my_train_a_comin,post-vocalic r,1960s,AA
25880,my,,,joanneshawtaylor,original,just_another_word,ai monophthongization,2010s,nonAA_nonUS
3702,waiting,been , so,cream,original,sunshine_of_your_love,ing ultimas,1960s,nonAA_nonUS
23799,darling ,,,daniwilde,original,come_undone,ing ultimas,2010s,nonAA_nonUS
18105,loving,her , worth,fabulousthunderbirds,original,walkin_to_my_baby,ing ultimas,1980s,nonAA_US
22584,around ,,,shemekiacopeland,cover,cant_let_go,post-consonantal d,2010s,AA
6077,I,,'m,tenyearsafter,original,spider_in_my_web,ai monophthongization,1960s,nonAA_nonUS
15366,inside,step , baby,rorygallagher,cover,all_around_man,ai monophthongization,1980s,nonAA_nonUS
24810,word ,,,davyknowles,original,aint_much_of_nothing,post-consonantal d,2010s,nonAA_nonUS
19797,working,was , on,stevierayvaughan,cover,tin_pan_alley,ing ultimas,1980s,nonAA_US
4467,child ,,,rollingstones,cover,you_gotta_move,ai monophthongization,1960s,nonAA_nonUS
14003,and,heart , soul,jeffhealey,cover,tore_down,post-consonantal d,1980s,nonAA_nonUS
4935,I,can , do,savoybrown,cover,walking_by_myself,ai monophthongization,1960s,nonAA_nonUS
10245,wondering,me , baby,albertcollins,original,too_many,ing ultimas,1980s,AA
22711,he's,says , sorry,shemekiacopeland,cover,cant_let_go,zero copula,2010s,AA
29793,goodbye,well , baby,samanthafish,cover,whos_been_talking,ai monophthongization,2010s,nonAA_US
2935,I,, got,muddywaters,original,i_got_my_brand_on_you,ai monophthongization,1960s,AA
29924,climb,, up,samanthafish,original,black_wind_howling,ai monophthongization,2010s,nonAA_US
11323,night,all , long,kokotaylor,cover,wang_dang_doodle,ai monophthongization,1980s,AA
23921,tried,, to,danpatlansky,cover,bright_lights_big_city,ai monophthongization,2010s,nonAA_nonUS
17757,I,,'ve,fabulousthunderbirds,cover,wrap_it_up,ai monophthongization,1980s,nonAA_US
17801,for,you , days,fabulousthunderbirds,cover,wrap_it_up,post-vocalic r,1980s,nonAA_US
19449,better,, meet,robbenford,original,north_carolina,post-vocalic r,1980s,nonAA_US
8837,hurt,been , so,paulbutterfield,original,no_amount_of_loving,post-consonantal t,1960s,nonAA_US
26537,and,woman , I,tinylegstim,original,get_it_back,post-consonantal d,2010s,nonAA_nonUS
14018,and,morning , in,jeffhealey,cover,tore_down,post-consonantal d,1980s,nonAA_nonUS
3174,for,t , bad,cream,cover,born_under_a_bad_sign,post-vocalic r,1960s,nonAA_nonUS
27351,I,, wanna,joebonamassa,cover,i_want_to_shout_about_it,ai monophthongization,2010s,nonAA_US
22962,for,ask , more,shemekiacopeland,cover,i_feel_a_sin_coming_on,post-vocalic r,2010s,AA
1871,after,fishing , me,jimihendrix,cover,catfish_blues,post-vocalic r,1960s,AA
27794,and,longer , I,joebonamassa,original,high_class_girl,post-consonantal d,2010s,nonAA_US
25389,time ,,,joanneshawtaylor,cover,stop_messin_around,ai monophthongization,2010s,nonAA_nonUS
11752,beside,and , the,kokotaylor,original,jump_for_joy,ai monophthongization,1980s,AA
26094,other,some , man,tinylegstim,cover,going_down_south,post-vocalic r,2010s,nonAA_nonUS
14234,I,by , say,jeffhealey,original,dont_let_your_chance_go_by,ai monophthongization,1980s,nonAA_nonUS
1249,wears,she , a,freddieking,cover,big_legged_woman,third person singular,1960s,AA
7246,Lord,minute , is,cannedheat,original,future_blues,post-consonantal d,1960s,nonAA_US
12758,are,cooks , gonna,robertcray,cover,too_many_cooks,post-vocalic r,1980s,AA
13376,I ,,,ericclapton,cover,hard_times,ai monophthongization,1980s,nonAA_nonUS
7956,there ,,,janisjoplin,original,i_need_a_man_to_love,post-vocalic r,1960s,nonAA_US
10863,my,off , feet,johnleehooker,original,boom_boom,ai monophthongization,1980s,AA
5897,time ,,,tenyearsafter,original,rock_your_mama,ai monophthongization,1960s,nonAA_nonUS
18754,ain't,, got,robbenford,cover,aint_got_nothing_but_the_blues,post-consonantal t,1980s,nonAA_US
26684,here ,,,tinylegstim,original,stepping_up,post-vocalic r,2010s,nonAA_nonUS
13810,you're,shape , in,ericclapton,original,the_shape_youre_in,zero copula,1980s,nonAA_nonUS
5876,right ,,,tenyearsafter,original,rock_your_mama,ai monophthongization,1960s,nonAA_nonUS
22175,contract,a , and,kirkfletcher,cover,found_love,post-consonantal t,2010s,AA
4733,told,she , me,rollingstones,original,the_spider_and_the_fly,post-consonantal d,1960s,nonAA_nonUS
146,hurt ,,,albertking,cover,ill_play_the_blues_for_you,post-vocalic r,1960s,AA
29896,thunderbolt,a , crash,samanthafish,original,black_wind_howling,post-consonantal t,2010s,nonAA_US
7862,just,it , can,janisjoplin,original,i_need_a_man_to_love,post-consonantal t,1960s,nonAA_US
14676,driving,s , me,johnmayall,cover,mama_talk_to_your_daughter,ai monophthongization,1980s,nonAA_nonUS
26908,I,honey , got,allyvenable,cover,woke_up_this_morning,ai monophthongization,2010s,nonAA_US
28535,burned,and , it,mattschofield,original,siftin_through_ashes,post-consonantal d,2010s,nonAA_US
25394,messing,stop , around,joanneshawtaylor,cover,stop_messin_around,ing ultimas,2010s,nonAA_nonUS
8066,I,, better,janisjoplin,original,kozmic_blues,ai monophthongization,1960s,nonAA_US
26943,looking,keep , down,allyvenable,cover,woke_up_this_morning,ing ultimas,2010s,nonAA_US
27253,around ,,,allyvenable,original,played_the_game,post-consonantal d,2010s,nonAA_US
